Energy	Th_initial	
0.027095441	0.150313080	0.003006261600000
0.027101699	0.150295720	0.003005914400000
0.027107958	0.150278370	0.003005567400000
0.027114216	0.150261030	0.003005220600000
0.027120476	0.150243680	0.003004873600000
0.027126735	0.150226350	0.003004527000000
0.027132994	0.150209020	0.003004180400000
0.027139252	0.150191700	0.003003834000000
0.027145511	0.150174390	0.003003487800000
0.027151769	0.150157080	0.003003141600000
0.027158028	0.150139780	0.003002795600000
0.027164184	0.150122770	0.003002455400000
0.027170338	0.150105760	0.003002115200000
0.027176596	0.150088480	0.003001769600000
0.027182855	0.150071200	0.003001424000000
0.027189113	0.150053930	0.003001078600000
0.027195372	0.150036660	0.003000733200000
0.027201735	0.150019110	0.003000382200000
0.027208099	0.150001570	0.003000031400000
0.027214358	0.149984320	0.002999686400000
0.027220616	0.149967070	0.002999341400000
0.027226875	0.149949840	0.002998996800000
0.027233133	0.149932610	0.002998652200000
0.027239392	0.149915380	0.002998307600000
0.027245651	0.149898160	0.002997963200000
0.027251910	0.149880950	0.002997619000000
0.027258169	0.149863740	0.002997274800000
0.027264427	0.149846540	0.002996930800000
0.027270686	0.149829340	0.002996586800000
0.027276944	0.149812150	0.002996243000000
0.027283203	0.149794970	0.002995899400000
0.027289567	0.149777500	0.002995550000000
0.027295930	0.149760040	0.002995200800000
0.027302189	0.149742880	0.002994857600000
0.027308447	0.149725720	0.002994514400000
0.027314706	0.149708570	0.002994171400000
0.027320964	0.149691420	0.002993828400000
0.027327224	0.149674270	0.002993485400000
0.027333587	0.149656850	0.002993137000000
0.027339950	0.149639430	0.002992788600000
0.027346209	0.149622310	0.002992446200000
0.027352467	0.149605190	0.002992103800000
0.027358726	0.149588080	0.002991761600000
0.027365089	0.149570690	0.002991413800000
0.027371452	0.149553300	0.002991066000000
0.027377712	0.149536200	0.002990724000000
0.027383970	0.149519120	0.002990382400000
0.027390229	0.149502030	0.002990040600000
0.027396591	0.149484670	0.002989693400000
0.027402954	0.149467320	0.002989346400000
0.027409213	0.149450250	0.002989005000000
0.027415472	0.149433190	0.002988663800000
0.027421836	0.149415850	0.002988317000000
0.027428199	0.149398520	0.002987970400000
0.027434457	0.149381480	0.002987629600000
0.027440716	0.149364440	0.002987288800000
0.027447078	0.149347130	0.002986942600000
0.027453442	0.149329820	0.002986596400000
